Timestamp,NO1,NO2,NO3,NO4,NO5
2018-01-01 00:00:00,26.33,26.33,26.33,26.33,26.33
2018-01-01 01:00:00,26.43,26.43,26.43,26.43,26.43
2018-01-01 02:00:00,26.1,26.1,26.1,26.1,26.1
2018-01-01 03:00:00,24.7,24.7,24.7,24.7,24.7
2018-01-01 04:00:00,24.74,24.74,24.74,24.74,24.74
2018-01-01 05:00:00,24.76,24.76,24.67,24.67,24.76
2018-01-01 06:00:00,24.98,24.98,24.98,24.98,24.98
2018-01-01 07:00:00,25.71,25.71,25.61,25.61,25.71
2018-01-01 08:00:00,25.48,25.48,25.48,25.48,25.48
2018-01-01 09:00:00,25.54,25.54,25.54,25.54,25.54
2018-01-01 10:00:00,26.07,26.07,26.07,26.07,26.07
2018-01-01 11:00:00,26.12,26.12,26.12,26.12,26.12
2018-01-01 12:00:00,26.16,26.16,26.16,26.16,26.16
2018-01-01 13:00:00,26.19,26.19,26.19,26.19,26.19
2018-01-01 14:00:00,26.19,26.19,26.19,26.19,26.19
2018-01-01 15:00:00,26.46,26.46,26.46,26.46,26.46
2018-01-01 16:00:00,27.03,27.03,27.03,27.03,27.03
2018-01-01 17:00:00,27.43,27.43,27.43,27.43,27.43
2018-01-01 18:00:00,27.29,27.29,27.29,27.29,27.29
2018-01-01 19:00:00,26.96,26.96,26.96,26.96,26.96
2018-01-01 20:00:00,26.7,26.7,26.7,26.7,26.7
2018-01-01 21:00:00,26.47,26.47,26.47,26.47,26.47
2018-01-01 22:00:00,26.09,26.09,26.09,26.09,26.09
2018-01-01 23:00:00,25.02,25.02,25.77,25.77,25.02
2018-01-02 00:00:00,25.9,25.9,25.9,25.9,25.9
2018-01-02 01:00:00,25.52,25.52,25.52,25.52,25.52
2018-01-02 02:00:00,25.86,25.86,25.58,25.58,25.86
2018-01-02 03:00:00,25.58,25.58,25.53,25.53,25.58
2018-01-02 04:00:00,25.73,25.73,25.73,25.73,25.73
2018-01-02 05:00:00,26.84,26.84,26.84,26.84,26.84
2018-01-02 06:00:00,27.8,27.8,27.8,27.8,27.8
2018-01-02 07:00:00,30.5,30.5,30.5,30.5,30.5
2018-01-02 08:00:00,31.93,31.93,31.93,31.93,31.93
2018-01-02 09:00:00,33.53,33.53,33.53,33.53,33.53
2018-01-02 10:00:00,35.04,35.04,35.04,35.04,35.04
2018-01-02 11:00:00,35.22,35.22,35.22,35.22,35.22
2018-01-02 12:00:00,34.56,34.56,34.56,34.56,34.56
2018-01-02 13:00:00,34.1,34.1,34.1,34.1,34.1
2018-01-02 14:00:00,35.98,35.98,35.98,35.98,35.98
2018-01-02 15:00:00,38.05,38.05,38.05,38.05,38.05
2018-01-02 16:00:00,41.67,41.67,41.67,41.67,41.67
2018-01-02 17:00:00,42.39,42.39,42.39,42.39,42.39
2018-01-02 18:00:00,37.79,37.79,37.79,37.79,37.79
2018-01-02 19:00:00,33.7,33.7,33.7,33.7,33.7
2018-01-02 20:00:00,30.88,30.88,30.88,30.88,30.88
2018-01-02 21:00:00,28.85,28.85,28.85,28.85,28.85
2018-01-02 22:00:00,27.99,27.99,27.99,27.99,27.99
2018-01-02 23:00:00,27.6,27.6,27.6,27.6,27.6
2018-01-03 00:00:00,27.12,26.86,27.12,27.12,27.12
2018-01-03 01:00:00,26.61,26.61,26.61,26.61,26.61
2018-01-03 02:00:00,26.26,26.12,26.26,26.26,26.26
2018-01-03 03:00:00,26.23,26.09,26.23,26.23,26.23
2018-01-03 04:00:00,26.42,26.15,26.42,26.42,26.42
2018-01-03 05:00:00,27.47,26.53,27.47,27.47,27.47
2018-01-03 06:00:00,28.31,26.57,28.31,28.31,28.31
2018-01-03 07:00:00,28.95,26.97,28.95,28.95,28.95
2018-01-03 08:00:00,29.2,27.57,29.2,29.2,29.2
2018-01-03 09:00:00,29.28,27.72,29.28,29.28,29.28
2018-01-03 10:00:00,29.42,27.99,29.42,29.42,29.42
2018-01-03 11:00:00,29.25,28.52,29.25,29.25,29.25
2018-01-03 12:00:00,29.23,29.23,29.23,29.23,29.23
