Timestamp,NO1,NO2,NO3,NO4,NO5
2017-01-01 00:00:00,28.4,28.4,24.03,24.03,28.4
2017-01-01 01:00:00,28.17,28.17,24.03,24.03,28.17
2017-01-01 02:00:00,28.03,28.03,24.02,24.02,28.03
2017-01-01 03:00:00,28.0,28.0,23.19,23.19,28.0
2017-01-01 04:00:00,28.02,28.02,24.1,24.1,28.02
2017-01-01 05:00:00,28.14,28.14,25.01,25.01,28.14
2017-01-01 06:00:00,28.31,28.31,25.62,25.62,28.31
2017-01-01 07:00:00,28.09,28.09,25.87,25.87,28.09
2017-01-01 08:00:00,27.73,27.73,26.18,26.18,27.73
2017-01-01 09:00:00,28.28,28.28,25.74,25.74,28.28
2017-01-01 10:00:00,28.36,28.36,26.89,26.89,28.36
2017-01-01 11:00:00,28.52,28.52,27.48,27.48,28.52
2017-01-01 12:00:00,28.51,28.51,28.04,28.04,28.51
2017-01-01 13:00:00,28.74,28.74,28.7,28.7,28.74
2017-01-01 14:00:00,29.66,29.66,29.66,29.66,29.66
2017-01-01 15:00:00,30.38,30.38,30.38,30.38,30.38
2017-01-01 16:00:00,30.8,30.76,30.76,30.76,30.76
2017-01-01 17:00:00,30.93,30.93,30.93,30.93,30.93
2017-01-01 18:00:00,30.78,30.78,30.78,30.78,30.78
2017-01-01 19:00:00,30.51,30.51,30.51,30.51,30.51
2017-01-01 20:00:00,30.19,30.19,30.19,30.19,30.19
2017-01-01 21:00:00,29.94,29.94,29.94,29.94,29.94
2017-01-01 22:00:00,29.65,29.65,29.65,29.65,29.65
2017-01-01 23:00:00,29.36,29.36,29.36,29.36,29.36
2017-01-02 00:00:00,29.4,29.4,29.4,29.4,29.4
2017-01-02 01:00:00,28.91,28.91,28.91,28.91,28.91
2017-01-02 02:00:00,28.11,28.11,28.11,28.11,28.11
2017-01-02 03:00:00,28.24,28.24,27.89,27.89,28.24
2017-01-02 04:00:00,29.03,29.03,28.26,28.26,29.03
2017-01-02 05:00:00,30.43,30.43,30.43,30.43,30.43
2017-01-02 06:00:00,32.85,31.19,31.47,31.47,31.19
2017-01-02 07:00:00,33.91,31.53,31.53,31.53,31.53
2017-01-02 08:00:00,34.87,31.86,31.99,31.99,31.86
2017-01-02 09:00:00,35.22,31.84,32.36,32.36,31.84
2017-01-02 10:00:00,35.41,31.68,32.56,32.56,31.68
2017-01-02 11:00:00,35.07,31.67,32.47,32.47,31.67
2017-01-02 12:00:00,34.85,31.62,31.88,31.88,31.62
2017-01-02 13:00:00,34.7,31.66,32.39,32.39,31.66
2017-01-02 14:00:00,34.8,31.68,32.86,32.86,31.68
2017-01-02 15:00:00,35.93,31.85,32.99,32.99,31.85
2017-01-02 16:00:00,37.52,31.89,32.66,32.66,31.89
2017-01-02 17:00:00,38.48,31.85,32.1,32.1,31.85
2017-01-02 18:00:00,36.88,31.77,31.77,31.77,31.77
2017-01-02 19:00:00,35.52,31.62,31.62,31.62,31.62
2017-01-02 20:00:00,35.23,31.46,31.46,31.46,31.46
2017-01-02 21:00:00,34.74,31.31,31.31,31.31,31.31
2017-01-02 22:00:00,31.96,31.1,31.1,31.1,31.1
2017-01-02 23:00:00,30.89,30.89,30.89,30.89,30.89
2017-01-03 00:00:00,30.65,30.65,30.65,30.65,30.65
2017-01-03 01:00:00,30.37,30.37,30.37,30.37,30.37
2017-01-03 02:00:00,30.15,30.15,30.15,30.15,30.15
2017-01-03 03:00:00,30.14,30.14,30.14,30.14,30.14
2017-01-03 04:00:00,30.4,30.4,30.4,30.4,30.4
2017-01-03 05:00:00,30.75,30.75,30.75,30.75,30.75
2017-01-03 06:00:00,33.5,31.02,31.02,31.02,31.02
2017-01-03 07:00:00,35.8,31.58,31.58,31.58,31.58
2017-01-03 08:00:00,36.78,31.77,33.12,33.12,31.77
2017-01-03 09:00:00,36.17,31.42,33.76,33.76,31.42
2017-01-03 10:00:00,35.4,31.25,33.66,33.66,31.25
2017-01-03 11:00:00,34.92,30.82,33.64,33.64,31.25
2017-01-03 12:00:00,34.07,30.5,33.96,33.96,31.21
2017-01-03 13:00:00,34.09,30.21,34.09,34.09,31.23
2017-01-03 14:00:00,34.25,30.02,34.25,34.25,31.23
2017-01-03 15:00:00,32.87,29.71,34.51,34.51,31.3
2017-01-03 16:00:00,34.94,29.79,34.94,34.94,31.33
2017-01-03 17:00:00,34.59,29.9,34.59,34.59,31.32
2017-01-03 18:00:00,34.06,29.78,33.99,33.99,31.29
2017-01-03 19:00:00,31.82,29.56,32.93,32.93,31.23
2017-01-03 20:00:00,31.8,29.4,31.8,31.8,31.18
2017-01-03 21:00:00,30.51,29.4,30.51,30.51,30.51
2017-01-03 22:00:00,29.27,29.27,29.27,29.27,29.27
2017-01-03 23:00:00,28.46,28.46,28.46,28.46,28.46
2017-01-04 00:00:00,27.97,27.97,25.93,25.93,27.97
2017-01-04 01:00:00,27.95,27.95,25.41,25.41,27.95
2017-01-04 02:00:00,27.76,27.76,25.35,25.35,27.76
2017-01-04 03:00:00,27.75,27.75,25.45,25.45,27.75
2017-01-04 04:00:00,27.61,27.61,25.97,25.97,27.61
2017-01-04 05:00:00,27.87,27.87,27.87,27.87,27.87
2017-01-04 06:00:00,28.92,28.77,28.92,28.92,28.92
2017-01-04 07:00:00,30.65,29.68,30.65,30.65,30.65
2017-01-04 08:00:00,31.19,30.44,32.13,32.13,31.19
2017-01-04 09:00:00,31.19,30.44,33.27,33.27,31.19
2017-01-04 10:00:00,31.25,30.57,33.52,33.52,31.25
2017-01-04 11:00:00,33.93,30.62,33.93,33.93,31.2
2017-01-04 12:00:00,32.03,30.75,33.93,33.93,31.16
2017-01-04 13:00:00,31.51,30.68,33.94,33.94,31.15
2017-01-04 14:00:00,32.05,30.73,34.15,34.15,31.17
2017-01-04 15:00:00,32.77,30.84,35.3,35.3,31.33
2017-01-04 16:00:00,32.05,31.22,36.28,36.28,31.48
2017-01-04 17:00:00,32.02,31.47,36.81,36.81,31.47
2017-01-04 18:00:00,32.04,31.29,35.55,35.55,31.31
