Timestamp,NO1,NO2,NO3,NO4,NO5
2016-01-08 04:00:00,20.17,18.61,20.17,20.17,20.17
2016-01-08 05:00:00,20.73,20.54,20.73,20.73,20.73
2016-01-08 06:00:00,22.02,22.02,22.02,22.02,22.02
2016-01-08 07:00:00,29.91,24.42,29.91,29.91,24.42
2016-01-08 08:00:00,43.16,27.98,43.16,43.16,27.98
2016-01-08 09:00:00,31.0,26.6,43.71,43.71,26.6
2016-01-08 10:00:00,43.43,25.55,43.43,43.43,25.55
2016-01-08 11:00:00,36.95,25.76,36.95,36.95,25.76
2016-01-08 12:00:00,32.27,25.13,32.27,32.27,25.13
2016-01-08 13:00:00,26.78,25.58,26.78,26.78,25.58
2016-01-08 14:00:00,27.6,27.6,27.6,27.6,27.6
2016-01-08 15:00:00,32.08,30.81,32.08,32.08,30.81
2016-01-08 16:00:00,35.97,35.97,38.07,38.07,35.97
2016-01-08 17:00:00,43.56,43.56,46.16,46.16,43.56
2016-01-08 18:00:00,45.47,45.47,46.97,46.97,45.47
2016-01-08 19:00:00,38.81,38.81,40.09,40.09,38.81
2016-01-08 20:00:00,28.57,28.57,28.57,28.57,28.57
2016-01-08 21:00:00,25.09,25.09,25.09,25.09,25.09
2016-01-08 22:00:00,24.32,24.32,24.32,24.32,24.32
2016-01-08 23:00:00,22.66,22.66,22.66,22.66,22.66
2016-01-09 00:00:00,24.51,24.51,24.51,24.51,24.51
2016-01-09 01:00:00,23.44,23.44,23.44,23.44,23.44
2016-01-09 02:00:00,22.79,22.79,22.79,22.79,22.79
2016-01-09 03:00:00,22.49,22.49,22.49,22.49,22.49
2016-01-09 04:00:00,21.96,21.96,21.96,21.96,21.96
2016-01-09 05:00:00,22.25,22.25,22.25,22.25,22.25
2016-01-09 06:00:00,22.39,22.39,22.39,22.39,22.39
2016-01-09 07:00:00,22.97,22.97,22.97,21.71,22.97
2016-01-09 08:00:00,23.95,23.95,23.95,21.58,23.95
2016-01-09 09:00:00,24.7,24.7,24.7,24.39,24.7
2016-01-09 10:00:00,26.49,26.49,26.49,26.49,26.49
2016-01-09 11:00:00,26.93,26.93,26.93,26.93,26.93
2016-01-09 12:00:00,26.32,26.32,26.32,26.32,26.32
2016-01-09 13:00:00,25.32,25.32,25.32,25.32,25.32
2016-01-09 14:00:00,24.85,24.85,24.85,24.85,24.85
2016-01-09 15:00:00,26.13,26.13,26.13,26.13,26.13
2016-01-09 16:00:00,27.87,27.87,29.77,29.77,27.87
2016-01-09 17:00:00,29.09,29.09,36.1,36.1,29.09
2016-01-09 18:00:00,27.87,27.87,27.87,27.87,27.87
2016-01-09 19:00:00,24.63,24.63,24.63,24.63,24.63
2016-01-09 20:00:00,23.13,23.13,23.13,23.13,23.13
2016-01-09 21:00:00,22.57,22.57,22.57,22.57,22.57
2016-01-09 22:00:00,22.07,22.07,22.07,22.07,22.07
2016-01-09 23:00:00,21.26,21.26,21.26,21.26,21.26
2016-01-10 00:00:00,21.32,21.32,21.32,21.32,21.32
2016-01-10 01:00:00,19.93,19.93,19.93,19.93,19.93
2016-01-10 02:00:00,19.65,19.65,19.65,19.65,19.65
2016-01-10 03:00:00,19.43,19.43,19.43,19.43,19.43
2016-01-10 04:00:00,19.25,19.25,19.25,19.25,19.25
2016-01-10 05:00:00,19.39,19.39,19.39,19.39,19.39
2016-01-10 06:00:00,19.33,19.33,19.33,19.33,19.33
2016-01-10 07:00:00,19.57,19.57,19.57,19.57,19.57
2016-01-10 08:00:00,19.49,19.49,19.49,19.49,19.49
2016-01-10 09:00:00,20.15,20.15,20.15,20.15,20.15
2016-01-10 10:00:00,20.95,20.95,20.95,20.95,20.95
2016-01-10 11:00:00,21.59,21.59,21.59,21.59,21.59
2016-01-10 12:00:00,21.83,21.83,21.83,21.83,21.83
2016-01-10 13:00:00,21.33,21.33,21.33,21.33,21.33
2016-01-10 14:00:00,21.22,21.22,21.22,21.22,21.22
2016-01-10 15:00:00,21.98,21.98,21.98,21.98,21.98
2016-01-10 16:00:00,23.92,23.16,23.92,23.92,23.16
2016-01-10 17:00:00,25.76,25.76,25.76,25.76,25.76
2016-01-10 18:00:00,24.92,24.92,24.92,24.92,24.92
2016-01-10 19:00:00,24.34,24.34,24.34,24.34,24.34
2016-01-10 20:00:00,23.79,23.79,23.79,23.79,23.79
2016-01-10 21:00:00,23.04,23.04,23.04,23.04,23.04
2016-01-10 22:00:00,22.34,22.34,22.34,22.34,22.34
2016-01-10 23:00:00,21.69,21.69,21.69,21.26,21.69
2016-01-11 00:00:00,21.37,21.37,21.37,21.37,21.37
2016-01-11 01:00:00,20.04,20.04,20.04,20.04,20.04
2016-01-11 02:00:00,19.78,19.78,19.78,19.78,19.78
2016-01-11 03:00:00,19.36,19.36,19.36,19.36,19.36
2016-01-11 04:00:00,19.68,19.68,19.68,19.68,19.68
2016-01-11 05:00:00,21.56,21.56,21.56,21.2,21.56
2016-01-11 06:00:00,24.24,24.24,24.24,23.65,24.24
2016-01-11 07:00:00,40.28,40.28,28.79,28.79,40.28
2016-01-11 08:00:00,45.93,45.93,28.52,28.52,45.93
2016-01-11 09:00:00,44.0,44.0,27.64,27.64,44.0
2016-01-11 10:00:00,41.94,41.94,27.34,27.34,41.94
2016-01-11 11:00:00,40.62,40.62,27.17,27.17,40.62
2016-01-11 12:00:00,41.31,41.31,27.59,27.59,41.31
2016-01-11 13:00:00,41.09,41.09,28.14,28.14,41.09
2016-01-11 14:00:00,38.6,38.6,28.2,28.2,38.6
2016-01-11 15:00:00,37.5,37.5,28.48,28.48,37.5
2016-01-11 16:00:00,37.95,37.95,26.64,26.64,37.95
2016-01-11 17:00:00,44.69,44.69,25.84,25.84,44.69
2016-01-11 18:00:00,42.88,42.88,25.08,25.08,42.88
2016-01-11 19:00:00,38.72,38.72,24.47,24.47,38.72
2016-01-11 20:00:00,27.87,27.87,23.91,23.91,27.87
2016-01-11 21:00:00,25.45,25.45,23.97,23.97,25.45
2016-01-11 22:00:00,23.05,23.05,23.05,23.05,23.05
2016-01-11 23:00:00,21.68,21.68,21.68,21.38,21.68
2016-01-12 00:00:00,21.11,21.11,21.11,21.11,21.11
2016-01-12 01:00:00,19.81,19.81,19.81,19.81,19.81
2016-01-12 02:00:00,19.1,19.1,19.1,19.1,19.1
2016-01-12 03:00:00,18.41,18.41,18.41,18.41,18.41
2016-01-12 04:00:00,19.0,19.0,19.0,19.0,19.0
2016-01-12 05:00:00,20.91,20.91,20.91,20.91,20.91
2016-01-12 06:00:00,22.93,22.93,22.93,22.93,22.93
2016-01-12 07:00:00,34.77,34.77,25.69,25.69,34.77
2016-01-12 08:00:00,39.53,39.53,29.3,29.3,39.53
2016-01-12 09:00:00,41.0,41.0,28.02,28.02,41.0
2016-01-12 10:00:00,38.66,38.66,28.3,28.3,38.66
2016-01-12 11:00:00,36.46,36.46,27.61,27.61,36.46
2016-01-12 12:00:00,35.0,35.0,27.58,27.58,35.0
2016-01-12 13:00:00,33.3,33.3,27.6,27.6,33.3
2016-01-12 14:00:00,32.21,32.21,27.93,27.93,32.21
2016-01-12 15:00:00,33.0,33.0,28.88,28.88,33.0
2016-01-12 16:00:00,36.08,36.08,26.9,26.9,36.08
2016-01-12 17:00:00,41.94,41.94,25.42,25.42,41.94
2016-01-12 18:00:00,40.33,40.33,24.34,24.34,40.33
2016-01-12 19:00:00,29.69,29.69,23.76,23.76,29.69
2016-01-12 20:00:00,26.05,26.05,23.62,23.62,26.05
2016-01-12 21:00:00,24.76,24.76,24.35,24.35,24.76
2016-01-12 22:00:00,23.3,23.3,23.3,23.3,23.3
2016-01-12 23:00:00,21.51,21.51,21.51,21.51,21.51
2016-01-13 00:00:00,21.0,21.0,21.0,21.0,21.0
2016-01-13 01:00:00,19.66,19.66,19.66,19.66,19.66
2016-01-13 02:00:00,18.72,18.72,18.72,18.72,18.72
2016-01-13 03:00:00,18.66,18.66,18.66,18.66,18.66
2016-01-13 04:00:00,19.31,19.31,19.31,19.31,19.31
2016-01-13 05:00:00,21.34,21.34,21.34,21.34,21.34
2016-01-13 06:00:00,23.33,23.33,23.52,23.52,23.33
2016-01-13 07:00:00,27.5,25.92,27.5,27.5,25.92
2016-01-13 08:00:00,30.35,29.98,30.35,30.35,29.98
2016-01-13 09:00:00,30.73,30.73,30.73,30.73,30.73
2016-01-13 10:00:00,31.45,31.45,31.45,31.45,31.45
2016-01-13 11:00:00,33.56,33.56,33.56,33.56,33.56
2016-01-13 12:00:00,33.31,33.31,33.99,33.99,33.31
2016-01-13 13:00:00,33.83,33.83,34.09,34.09,33.83
2016-01-13 14:00:00,34.02,34.02,34.02,34.02,34.02
2016-01-13 15:00:00,37.44,37.44,40.67,40.67,37.44
2016-01-13 16:00:00,39.58,39.58,75.02,75.02,39.58
2016-01-13 17:00:00,43.0,43.0,59.91,59.91,43.0
2016-01-13 18:00:00,59.92,41.94,37.45,37.45,41.94
2016-01-13 19:00:00,38.86,37.61,27.26,27.26,37.61
2016-01-13 20:00:00,29.62,29.09,25.24,25.24,29.09
2016-01-13 21:00:00,26.97,26.97,24.83,24.83,26.97
2016-01-13 22:00:00,25.42,25.42,25.42,25.42,25.42
2016-01-13 23:00:00,22.95,22.95,22.95,22.95,22.95
2016-01-14 00:00:00,23.51,23.51,23.2,23.2,23.51
2016-01-14 01:00:00,22.58,22.58,22.01,22.01,22.58
2016-01-14 02:00:00,22.22,22.22,21.51,21.51,22.22
2016-01-14 03:00:00,22.03,22.03,21.72,21.72,22.03
2016-01-14 04:00:00,22.53,22.53,22.11,22.11,22.53
2016-01-14 05:00:00,23.9,23.9,23.9,23.9,23.9
2016-01-14 06:00:00,29.27,28.88,29.27,29.27,28.88
2016-01-14 07:00:00,69.91,31.96,25.6,25.6,31.96
2016-01-14 08:00:00,88.61,44.99,26.72,26.72,44.99
2016-01-14 09:00:00,69.98,41.39,27.03,27.03,41.39
2016-01-14 10:00:00,49.6,34.95,27.65,27.65,34.95
2016-01-14 11:00:00,50.06,33.18,27.38,27.38,33.18
2016-01-14 12:00:00,59.08,31.17,26.95,26.95,31.17
2016-01-14 13:00:00,66.73,33.52,27.64,27.64,33.52
2016-01-14 14:00:00,60.81,30.43,27.74,27.74,30.43
2016-01-14 15:00:00,66.19,28.69,29.26,29.26,28.69
2016-01-14 16:00:00,132.45,29.44,28.84,28.84,29.44
2016-01-14 17:00:00,154.93,36.41,27.29,27.29,36.41
2016-01-14 18:00:00,120.76,40.2,26.34,26.34,40.2
2016-01-14 19:00:00,62.09,31.4,25.8,25.8,31.4
2016-01-14 20:00:00,39.28,29.67,25.97,25.97,29.67
2016-01-14 21:00:00,31.61,29.1,26.52,26.52,29.1
2016-01-14 22:00:00,27.49,26.61,27.49,27.49,26.61
2016-01-14 23:00:00,25.11,25.11,25.11,25.11,25.11
2016-01-15 00:00:00,24.58,24.58,24.58,24.58,24.58
2016-01-15 01:00:00,24.04,24.04,24.04,24.04,24.04
2016-01-15 02:00:00,23.28,23.28,23.28,23.28,23.28
2016-01-15 03:00:00,22.87,22.87,22.94,22.94,22.87
2016-01-15 04:00:00,22.94,22.94,22.94,22.94,22.94
2016-01-15 05:00:00,23.17,22.98,23.17,23.17,22.98
2016-01-15 06:00:00,26.35,26.35,26.35,26.35,26.35
2016-01-15 07:00:00,119.92,26.65,30.36,30.36,26.65
2016-01-15 08:00:00,134.43,41.94,32.24,32.24,41.94
2016-01-15 09:00:00,150.01,42.94,32.01,32.01,42.94
2016-01-15 10:00:00,58.0,43.13,29.03,29.03,43.13
2016-01-15 11:00:00,55.66,46.95,27.72,27.72,46.95
2016-01-15 12:00:00,57.67,43.15,26.06,26.06,43.15
2016-01-15 13:00:00,56.63,42.05,26.27,26.27,42.05
2016-01-15 14:00:00,47.56,39.99,25.93,25.93,39.99
2016-01-15 15:00:00,48.41,36.03,26.23,26.23,36.03
2016-01-15 16:00:00,101.57,38.0,26.29,26.29,38.0
2016-01-15 17:00:00,149.95,45.26,25.67,25.67,45.26
2016-01-15 18:00:00,90.08,46.5,24.81,24.81,46.5
2016-01-15 19:00:00,45.43,43.33,24.52,24.52,43.33
2016-01-15 20:00:00,33.69,33.69,23.98,23.98,33.69
2016-01-15 21:00:00,29.34,29.34,23.43,23.43,29.34
2016-01-15 22:00:00,27.17,27.17,23.49,23.49,27.17
2016-01-15 23:00:00,24.96,24.96,24.96,24.96,24.96
2016-01-16 00:00:00,26.49,26.49,26.49,19.99,26.49
2016-01-16 01:00:00,25.7,25.7,25.7,19.6,25.7
2016-01-16 02:00:00,24.84,24.84,24.84,19.45,24.84
2016-01-16 03:00:00,24.34,24.34,24.34,19.79,24.34
2016-01-16 04:00:00,24.03,24.03,24.03,19.79,24.03
2016-01-16 05:00:00,24.71,24.71,24.71,19.84,24.71
2016-01-16 06:00:00,24.18,24.18,24.18,19.97,24.18
2016-01-16 07:00:00,24.43,24.43,24.43,20.82,24.43
2016-01-16 08:00:00,26.58,26.58,26.43,23.91,26.58
2016-01-16 09:00:00,31.63,31.63,25.32,25.32,31.63
2016-01-16 10:00:00,33.39,33.39,25.93,25.93,33.39
2016-01-16 11:00:00,33.23,33.23,25.87,25.87,33.23
2016-01-16 12:00:00,29.16,29.16,24.61,24.61,29.16
2016-01-16 13:00:00,26.31,26.31,23.96,23.96,26.31
2016-01-16 14:00:00,25.47,25.47,23.85,23.85,25.47
2016-01-16 15:00:00,25.6,25.6,24.08,24.08,25.6
2016-01-16 16:00:00,30.15,30.12,24.56,24.56,30.12
2016-01-16 17:00:00,40.75,38.5,24.79,24.79,38.5
2016-01-16 18:00:00,40.73,38.75,25.44,25.44,38.75
2016-01-16 19:00:00,30.29,30.29,25.06,25.06,30.29
2016-01-16 20:00:00,26.18,26.18,24.99,24.99,26.18
2016-01-16 21:00:00,25.07,25.07,24.93,24.93,25.07
2016-01-16 22:00:00,24.72,24.72,24.72,24.72,24.72
2016-01-16 23:00:00,23.54,23.54,23.54,21.81,23.54
2016-01-17 00:00:00,21.88,21.88,21.88,20.81,21.88
2016-01-17 01:00:00,20.25,20.25,20.25,20.25,20.25
2016-01-17 02:00:00,20.76,20.76,20.76,19.79,20.76
2016-01-17 03:00:00,20.97,20.97,20.97,19.75,20.97
2016-01-17 04:00:00,20.89,20.89,20.89,19.75,20.89
2016-01-17 05:00:00,20.94,20.94,20.94,20.18,20.94
2016-01-17 06:00:00,20.12,20.12,20.12,20.12,20.12
2016-01-17 07:00:00,22.35,22.35,22.35,20.81,22.35
2016-01-17 08:00:00,23.52,23.52,23.52,21.77,23.52
2016-01-17 09:00:00,24.58,24.58,24.58,23.94,24.58
2016-01-17 10:00:00,26.44,26.44,25.95,25.95,26.44
2016-01-17 11:00:00,27.26,27.26,26.05,26.05,27.26
2016-01-17 12:00:00,25.96,25.96,25.96,25.96,25.96
2016-01-17 13:00:00,25.97,25.97,25.97,25.97,25.97
2016-01-17 14:00:00,25.56,25.56,25.56,25.56,25.56
2016-01-17 15:00:00,26.42,26.42,26.42,26.42,26.42
2016-01-17 16:00:00,31.94,31.94,27.36,27.36,31.94
2016-01-17 17:00:00,39.49,39.49,27.18,27.18,39.49
2016-01-17 18:00:00,42.8,42.8,26.74,26.74,42.8
2016-01-17 19:00:00,37.98,37.98,26.63,26.63,37.98
2016-01-17 20:00:00,32.23,32.23,26.26,26.26,32.23
2016-01-17 21:00:00,26.18,26.18,25.95,25.95,26.18
2016-01-17 22:00:00,25.6,25.6,25.6,25.6,25.6
2016-01-17 23:00:00,24.39,24.39,24.39,23.89,24.39
2016-01-18 00:00:00,23.96,23.96,22.35,22.35,23.96
2016-01-18 01:00:00,23.47,23.47,22.35,20.91,23.47
2016-01-18 02:00:00,23.56,23.56,21.72,20.79,23.56
2016-01-18 03:00:00,23.46,23.46,21.9,20.82,23.46
2016-01-18 04:00:00,23.51,23.51,22.71,22.71,23.51
2016-01-18 05:00:00,24.25,24.25,24.25,24.25,24.25
2016-01-18 06:00:00,26.95,26.95,26.95,26.95,26.95
2016-01-18 07:00:00,46.68,46.01,46.68,46.68,46.01
2016-01-18 08:00:00,82.14,49.98,82.14,82.14,49.98
2016-01-18 09:00:00,53.79,50.54,53.79,53.79,50.54
2016-01-18 10:00:00,51.25,49.91,51.25,51.25,49.91
2016-01-18 11:00:00,48.44,48.44,48.44,48.44,48.44
2016-01-18 12:00:00,46.93,45.42,46.93,46.93,45.42
2016-01-18 13:00:00,46.32,44.83,46.32,46.32,44.83
