Timestamp,NO1,NO2,NO3,NO4,NO5
2021-01-01 00:00:00,24.95,24.95,23.77,18.65,24.95
2021-01-01 01:00:00,24.35,24.35,22.93,18.61,24.35
2021-01-01 02:00:00,23.98,23.98,23.68,18.57,23.98
2021-01-01 03:00:00,23.72,23.72,23.63,18.57,23.72
2021-01-01 04:00:00,23.73,23.73,23.71,18.59,23.73
2021-01-01 05:00:00,24.06,24.06,23.89,18.67,24.06
2021-01-01 06:00:00,24.44,24.44,24.36,18.71,24.44
2021-01-01 07:00:00,24.93,24.93,24.93,18.52,24.93
2021-01-01 08:00:00,24.9,24.9,24.9,18.62,24.9
2021-01-01 09:00:00,25.07,25.07,25.07,18.8,25.07
2021-01-01 10:00:00,25.63,25.63,25.63,18.94,25.63
2021-01-01 11:00:00,25.92,25.92,25.92,19.0,25.92
2021-01-01 12:00:00,26.13,26.13,26.13,22.88,26.13
2021-01-01 13:00:00,26.57,26.57,26.57,26.57,26.57
2021-01-01 14:00:00,27.3,27.3,27.3,27.3,27.3
2021-01-01 15:00:00,28.61,28.61,28.61,28.61,28.61
2021-01-01 16:00:00,29.35,29.35,30.25,30.25,29.35
2021-01-01 17:00:00,29.3,29.3,30.19,30.19,29.3
2021-01-01 18:00:00,28.82,28.82,28.82,28.82,28.82
2021-01-01 19:00:00,28.25,28.25,28.25,28.25,28.25
2021-01-01 20:00:00,27.32,27.32,27.32,27.32,27.32
2021-01-01 21:00:00,26.98,26.98,24.99,24.99,26.98
2021-01-01 22:00:00,26.44,26.44,22.92,22.92,26.44
2021-01-01 23:00:00,25.64,25.64,21.81,21.81,25.64
2021-01-02 00:00:00,25.59,25.59,22.03,19.45,25.59
2021-01-02 01:00:00,24.91,24.91,22.09,19.4,24.91
2021-01-02 02:00:00,24.74,24.74,22.0,19.37,24.74
2021-01-02 03:00:00,24.66,24.66,22.03,19.43,24.66
2021-01-02 04:00:00,24.72,24.72,22.09,19.47,24.72
2021-01-02 05:00:00,24.92,24.92,23.56,19.5,24.92
2021-01-02 06:00:00,25.62,25.62,24.41,19.5,25.62
2021-01-02 07:00:00,26.19,26.19,25.74,20.05,26.19
2021-01-02 08:00:00,26.7,26.7,25.87,20.78,26.7
2021-01-02 09:00:00,26.89,26.89,26.89,22.71,26.89
2021-01-02 10:00:00,27.7,27.7,27.7,26.09,27.7
2021-01-02 11:00:00,28.09,28.09,29.76,29.76,28.09
2021-01-02 12:00:00,27.84,27.84,28.62,28.62,27.84
2021-01-02 13:00:00,27.84,27.84,28.72,28.72,27.84
2021-01-02 14:00:00,27.91,27.91,28.89,28.89,27.91
2021-01-02 15:00:00,28.08,28.08,39.74,35.54,28.08
2021-01-02 16:00:00,28.85,28.85,58.88,35.01,28.85
2021-01-02 17:00:00,28.93,28.93,60.51,32.09,28.93
2021-01-02 18:00:00,28.53,28.53,59.84,31.61,28.53
2021-01-02 19:00:00,28.51,28.51,29.94,23.57,28.51
2021-01-02 20:00:00,27.38,27.38,27.38,21.51,27.38
2021-01-02 21:00:00,26.96,26.96,26.96,20.79,26.96
2021-01-02 22:00:00,26.85,26.85,26.85,20.7,26.85
