Timestamp,System Price,Hokkaido,Tohoku,Tokyo,Chubu,Hokuriko,Kansai,Chugoku,Shikoku,Kyushu
2018-01-01 00:00:00,8.49,11.24,8.38,8.38,10.0,10.0,10.0,10.0,10.0,6.03
2018-01-01 00:30:00,8.37,11.26,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
2018-01-01 01:00:00,8.48,11.28,8.38,8.38,8.38,8.38,8.38,8.38,8.38,6.03
2018-01-01 01:30:00,8.37,11.2,8.37,8.37,8.37,8.37,8.37,8.37,8.37,6.02
2018-01-01 02:00:00,8.36,10.0,8.27,8.27,8.27,8.27,8.27,8.27,8.27,6.02
2018-01-01 02:30:00,8.31,9.72,8.31,8.31,8.31,8.31,8.31,8.31,8.31,6.02
2018-01-01 03:00:00,8.37,9.72,8.31,8.31,8.31,8.31,8.31,8.31,8.31,6.02
2018-01-01 03:30:00,8.21,9.71,8.21,8.21,8.21,8.21,8.21,8.21,8.21,5.98
2018-01-01 04:00:00,8.29,9.72,8.29,8.29,8.29,8.29,8.29,8.29,8.29,5.96
2018-01-01 04:30:00,8.22,9.71,8.22,8.22,8.22,8.22,8.22,8.22,8.22,5.37
2018-01-01 05:00:00,8.27,10.0,8.27,8.27,8.27,8.27,8.27,8.27,8.27,5.37
2018-01-01 05:30:00,8.27,11.2,8.27,8.27,8.27,8.27,8.27,8.27,8.27,5.37
2018-01-01 06:00:00,8.2,11.09,8.2,8.2,8.2,8.2,8.2,8.2,8.2,5.37
2018-01-01 06:30:00,8.38,11.1,8.38,8.38,8.38,8.38,8.38,8.38,8.38,5.57
2018-01-01 07:00:00,8.27,10.66,8.27,8.27,8.27,8.27,8.27,8.27,8.27,6.02
2018-01-01 07:30:00,8.49,10.66,8.49,8.49,10.0,10.0,10.0,10.0,10.0,6.02
2018-01-01 08:00:00,8.38,9.6,8.38,8.38,8.38,8.38,8.38,8.38,8.38,6.02
2018-01-01 08:30:00,8.35,9.58,8.35,8.35,8.35,8.35,8.35,8.35,8.35,7.26
2018-01-01 09:00:00,8.38,13.26,8.38,8.38,8.38,8.38,8.38,8.38,8.38,7.26
2018-01-01 09:30:00,8.29,13.26,8.37,8.37,8.37,8.37,8.37,8.37,8.37,5.86
2018-01-01 10:00:00,8.21,13.26,8.35,8.35,8.35,8.35,8.35,8.35,8.35,5.31
2018-01-01 10:30:00,7.98,13.26,8.15,8.15,8.15,8.15,8.15,8.15,8.15,5.31
2018-01-01 11:00:00,6.62,13.26,6.62,6.62,6.62,6.62,6.62,6.62,6.62,5.16
2018-01-01 11:30:00,6.32,13.26,6.51,6.51,6.51,6.51,6.51,6.51,6.51,5.16
2018-01-01 12:00:00,6.32,13.26,6.51,6.51,6.51,6.51,6.51,6.51,6.51,5.16
2018-01-01 12:30:00,6.26,13.26,6.32,6.32,6.32,6.32,6.32,6.32,6.32,5.16
2018-01-01 13:00:00,6.36,13.26,6.57,6.57,6.57,6.57,6.57,6.57,6.57,5.16
2018-01-01 13:30:00,6.32,13.26,6.51,6.51,6.51,6.51,6.51,6.51,6.51,5.16
2018-01-01 14:00:00,6.89,13.26,8.17,8.17,8.17,8.17,8.17,8.17,8.17,4.62
2018-01-01 14:30:00,6.89,13.26,7.47,7.47,7.47,7.47,7.47,7.47,7.47,5.16
2018-01-01 15:00:00,8.12,13.26,8.37,8.37,8.37,8.37,8.37,8.37,8.37,5.16
2018-01-01 15:30:00,8.27,13.26,8.36,8.36,8.36,8.36,8.36,8.36,8.36,5.16
2018-01-01 16:00:00,7.97,13.35,7.94,7.94,7.94,7.94,7.94,7.94,7.94,5.31
2018-01-01 16:30:00,8.46,13.35,8.39,8.39,8.39,8.39,8.39,8.39,8.39,7.26
2018-01-01 17:00:00,8.56,14.04,8.38,8.38,8.97,8.97,8.97,8.97,8.97,7.93
2018-01-01 17:30:00,9.02,14.04,8.78,8.78,10.31,10.31,10.31,10.31,10.31,10.31
2018-01-01 18:00:00,9.04,13.35,8.78,8.78,10.31,10.31,10.31,10.31,10.31,10.31
2018-01-01 18:30:00,9.1,13.26,8.78,8.78,10.0,10.0,10.0,10.0,10.0,10.0
2018-01-01 19:00:00,9.11,10.62,8.78,8.78,10.31,10.31,10.31,10.31,10.31,10.31
2018-01-01 19:30:00,9.05,10.62,8.78,8.78,10.31,10.31,10.31,10.31,10.31,10.31
2018-01-01 20:00:00,9.11,12.52,8.78,8.78,10.07,10.07,10.07,10.07,10.07,10.07
2018-01-01 20:30:00,8.97,10.82,8.78,8.78,9.46,9.46,9.46,9.46,9.46,9.46
2018-01-01 21:00:00,8.8,13.26,8.78,8.78,10.0,10.0,10.0,10.0,10.0,9.33
2018-01-01 21:30:00,8.78,11.69,8.61,8.61,9.33,9.33,9.33,9.33,9.33,9.33
2018-01-01 22:00:00,8.57,10.92,8.45,8.45,9.93,9.93,9.93,9.93,9.93,9.33
2018-01-01 22:30:00,8.44,10.92,8.38,8.38,8.54,8.54,8.54,8.54,8.54,8.54
2018-01-01 23:00:00,8.37,11.03,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29
2018-01-01 23:30:00,8.38,11.03,8.32,8.32,8.32,8.32,8.32,8.32,8.32,8.32
2018-01-02 00:00:00,8.41,10.86,8.41,8.41,8.41,8.41,8.41,8.41,8.41,6.03
2018-01-02 00:30:00,8.35,10.86,8.35,8.35,8.82,8.82,8.82,8.82,8.82,6.02
2018-01-02 01:00:00,8.35,10.88,8.35,8.35,8.35,8.35,8.35,8.35,8.35,6.02
2018-01-02 01:30:00,8.35,10.88,8.21,8.21,8.21,8.21,8.21,8.21,8.21,6.02
2018-01-02 02:00:00,8.17,11.09,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.02
2018-01-02 02:30:00,8.17,11.09,8.17,8.17,8.51,8.51,8.51,8.51,8.51,6.02
2018-01-02 03:00:00,8.25,9.57,8.17,8.17,8.17,8.17,8.17,8.17,8.17,6.02
2018-01-02 03:30:00,8.25,9.57,8.17,8.17,8.17,8.17,8.17,8.17,8.17,5.98
2018-01-02 04:00:00,8.23,9.43,8.17,8.17,8.17,8.17,8.17,8.17,8.17,6.02
2018-01-02 04:30:00,8.07,9.42,8.07,8.07,8.07,8.07,8.07,8.07,8.07,5.98
2018-01-02 05:00:00,8.37,10.99,8.37,8.37,8.37,8.37,8.37,8.37,8.37,5.37
2018-01-02 05:30:00,8.37,10.99,8.37,8.37,8.37,8.37,8.37,8.37,8.37,5.57
2018-01-02 06:00:00,8.17,10.78,8.17,8.17,8.17,8.17,8.17,8.17,8.17,5.98
2018-01-02 06:30:00,8.38,10.89,8.37,8.37,8.37,8.37,8.37,8.37,8.37,6.01
2018-01-02 07:00:00,8.38,10.59,8.37,8.37,8.37,8.37,8.37,8.37,8.37,6.02
2018-01-02 07:30:00,8.57,10.6,8.57,8.57,8.57,8.57,8.57,8.57,8.57,6.02
2018-01-02 08:00:00,8.3,10.57,8.3,8.3,8.3,8.3,8.3,8.3,8.3,6.03
2018-01-02 08:30:00,8.3,13.26,7.98,7.98,7.98,7.98,7.98,7.98,7.98,7.93
2018-01-02 09:00:00,8.22,13.26,8.22,8.22,8.22,8.22,8.22,8.22,8.22,6.02
2018-01-02 09:30:00,8.17,13.26,8.17,8.17,8.17,8.17,8.17,8.17,8.17,6.02
2018-01-02 10:00:00,7.19,13.26,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.02
2018-01-02 10:30:00,6.2,13.26,6.27,6.27,6.27,6.27,6.27,6.27,6.27,5.48
2018-01-02 11:00:00,6.25,13.26,6.31,6.31,6.31,6.31,6.31,6.31,6.31,5.31
2018-01-02 11:30:00,6.18,13.26,6.2,6.2,6.2,6.2,6.2,6.2,6.2,5.31
2018-01-02 12:00:00,6.2,10.29,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5.31
2018-01-02 12:30:00,6.04,10.29,6.19,6.19,6.19,6.19,6.19,6.19,6.19,5.31
2018-01-02 13:00:00,6.03,10.29,6.19,6.19,6.19,6.19,6.19,6.19,6.19,5.31
2018-01-02 13:30:00,5.99,10.29,6.09,6.09,6.09,6.09,6.09,6.09,6.09,5.31
2018-01-02 14:00:00,6.12,10.29,6.13,6.13,6.13,6.13,6.13,6.13,6.13,5.31
2018-01-02 14:30:00,6.27,10.29,6.27,6.27,6.27,6.27,6.27,6.27,6.27,5.31
2018-01-02 15:00:00,6.46,13.26,6.31,6.31,6.31,6.31,6.31,6.31,6.31,5.31
2018-01-02 15:30:00,6.41,13.26,6.41,6.41,6.41,6.41,6.41,6.41,6.41,5.31
2018-01-02 16:00:00,7.97,15.01,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93
2018-01-02 16:30:00,8.25,15.18,8.36,8.36,10.91,10.91,10.91,10.91,10.91,7.93
2018-01-02 17:00:00,8.69,14.04,8.69,8.69,15.13,15.13,15.13,15.13,15.13,15.13
2018-01-02 17:30:00,9.2,14.04,9.08,9.08,15.36,15.36,15.36,15.36,15.36,15.36
2018-01-02 18:00:00,9.08,13.26,9.08,9.08,12.66,12.66,12.66,12.66,12.66,12.66
2018-01-02 18:30:00,9.08,13.26,9.08,9.08,12.81,12.81,12.81,12.81,12.81,12.81
2018-01-02 19:00:00,9.08,13.26,9.08,9.08,12.55,12.55,12.55,12.55,12.55,12.55
2018-01-02 19:30:00,9.08,13.26,9.08,9.08,12.55,12.55,12.55,12.55,12.55,12.55
2018-01-02 20:00:00,8.79,11.13,8.79,8.79,11.79,11.79,11.79,11.79,11.79,11.79
2018-01-02 20:30:00,8.79,11.13,8.79,8.79,10.62,10.62,10.62,10.62,10.62,10.62
2018-01-02 21:00:00,8.6,11.23,8.79,8.79,10.62,10.62,10.62,10.62,10.62,10.62
2018-01-02 21:30:00,8.42,11.24,8.54,8.54,10.4,10.4,10.4,10.4,10.4,9.33
2018-01-02 22:00:00,8.45,11.14,8.45,8.45,10.3,10.3,10.3,10.3,10.3,9.33
2018-01-02 22:30:00,8.37,11.15,8.43,8.43,9.23,9.23,9.23,9.23,9.23,9.23
2018-01-02 23:00:00,8.38,11.25,8.48,8.48,8.53,8.53,8.53,8.53,8.53,8.38
2018-01-02 23:30:00,8.53,11.2,8.78,8.78,8.78,8.78,8.78,8.78,8.78,8.38
2018-01-03 00:00:00,8.57,11.2,8.45,8.45,11.16,11.16,11.16,11.16,11.16,6.03
2018-01-03 00:30:00,8.39,11.12,8.39,8.39,10.89,10.89,10.89,10.89,10.89,6.02
2018-01-03 01:00:00,8.38,11.11,8.38,8.38,8.38,8.38,8.38,8.38,8.38,6.02
2018-01-03 01:30:00,8.36,11.11,8.25,8.25,8.25,8.25,8.25,8.25,8.25,6.02
2018-01-03 02:00:00,8.35,10.23,8.35,8.35,8.35,8.35,8.35,8.35,8.35,6.02
2018-01-03 02:30:00,8.31,9.64,8.31,8.31,8.31,8.31,8.31,8.31,8.31,6.02
2018-01-03 03:00:00,8.35,9.7,8.35,8.35,8.35,8.35,8.35,8.35,8.35,6.02
2018-01-03 03:30:00,8.29,9.71,8.29,8.29,8.29,8.29,8.29,8.29,8.29,6.01
2018-01-03 04:00:00,8.34,9.65,8.34,8.34,8.34,8.34,8.34,8.34,8.34,5.98
2018-01-03 04:30:00,8.34,9.65,8.34,8.34,8.34,8.34,8.34,8.34,8.34,4.91
2018-01-03 05:00:00,8.27,11.12,8.27,8.27,8.27,8.27,8.27,8.27,8.27,4.91
2018-01-03 05:30:00,8.38,11.12,8.36,8.36,8.36,8.36,8.36,8.36,8.36,4.91
2018-01-03 06:00:00,8.38,10.83,8.38,8.38,8.38,8.38,8.38,8.38,8.38,5.48
2018-01-03 06:30:00,8.54,10.92,8.54,8.54,8.54,8.54,8.54,8.54,8.54,5.98
2018-01-03 07:00:00,9.11,10.76,8.8,8.8,8.8,8.8,8.8,8.8,8.8,6.02
2018-01-03 07:30:00,9.76,10.76,9.76,9.76,9.76,9.76,9.76,9.76,9.76,6.02
2018-01-03 08:00:00,8.75,10.79,8.51,8.51,8.51,8.51,8.51,8.51,8.51,7.93
